protein,LHON,MELAS,ADOA,Leigh,MERRF,KSS,Alpers,LBSL,PDD,PEO,MS,Parkin,ALS,AD,Epil,Schiz,FA,HSP,WD
Q16822,0.0,0.0,0.0,0.010236373349710082,0.0,0.0,0.0,0.0,0.008323354113214746,0.0,0.006076683393871579,0.00533291733039029,0.0,0.003425819615037307,0.010087827933492617,0.0036292790620056302,0.0,0.0,0.0
P11182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003837643185226908,0.0,0.008003740688572372,0.0103373747055526,0.0,0.0036368332493737416,0.0,0.0,0.0
Q9BSE5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007193241973841501,0.0,0.0,0.005080084725432499,0.005513774861097601
P10606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036384476859231034,0.0,0.0,0.0
Q9P032,0.0,0.0,0.0,0.011386667520922619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9Y6H3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038392901469939487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9Y697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005668550098213494,0.0,0.016483259172862356,0.0,0.0
P00367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013345241748979018,0.0,0.010530375338995913,0.020873088197837533,0.011242138124400456,0.015843481866327988,0.026591346400427585,0.025500194599695828,0.0060273343355442275,0.0,0.0
Q96KJ9,0.0,0.0,0.004959875742857107,0.013259239879543586,0.0,0.0,0.0,0.0,0.0,0.0,0.0038351941935892216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P17568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018580221474138892,0.0033544092129467714,0.00342294318629493,0.00885636773305044,0.0035709185740237814,0.005748721483631078,0.0,0.0,0.0
P38646,0.0,0.008043906105502924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04440998091666754,0.028498159936836215,0.029890270013607566,0.018294636605669223,0.02136752375543522,0.019349207623499093,0.016219708586912036,0.0,0.0
Q7KZF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006889030167615177,0.0035877817554327523,0.00363761615981078,0.0,0.0,0.0
Q9BUP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015059084027194171,0.003365490357122319,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P20674,0.00322909899091263,0.03305430386628063,0.008301323166339605,0.08715552095934764,0.041284859108155755,0.06300801627908655,0.007642404824296452,0.0,0.0,0.042563325561200724,0.02122616803495903,0.022130643034694624,0.017131451333555703,0.08161499313226143,0.03415606515201566,0.019329244249689296,0.006628091547772454,0.0028304184047337226,0.0030720530640520206
Q9BVS5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034345085956683937,0.0,0.0,0.0,0.0,0.0
Q6UB35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013300217623563645,0.0,0.0036350446720114483,0.0,0.0,0.0
O00763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006091218552355552,0.0,0.0,0.005446214609185884,0.0,0.0,0.0,0.0,0.0
Q9BU61,0.0,0.0,0.0,0.013264591412267842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q96TA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01163953266658909,0.0033689793160861493,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9H0C2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005456478708002195,0.0,0.0,0.0,0.0,0.0,0.0
Q92934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037982538802057886,0.011735881752584002,0.006827747561069543,0.018124915019915228,0.01293192713413856,0.021521458935268765,0.0,0.0,0.0
Q9UBX3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038222121066940435,0.016172051985659564,0.005437764074440402,0.01325325563042883,0.00717301018961456,0.0057458204846130905,0.006199726411652377,0.0,0.00881835523379318
Q9Y6N5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005446827191841565,0.0,0.0,0.0,0.0,0.0
P31937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036384476859231034,0.0,0.0,0.0
O94826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00336995965193095,0.0,0.007998859322844715,0.0,0.0072866180117026665,0.0,0.0,0.0
P03915,0.02242251711935241,0.013066836308017995,0.0,0.010184666197537284,0.0,0.004908251441832124,0.004907931364212136,0.0,0.0,0.004780559552888696,0.0,0.005277466104678362,0.003392977478779981,0.0,0.007100009365223084,0.0035888233913897107,0.0,0.0,0.0
Q9UQ90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011022719021138303,0.01761600063288562,0.012994692117885773,0.014452029343314769,0.0119482398071274,0.01861003124444442,0.02087186525275142,0.0,0.18817447477241905,0.0
O14874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008741565211328113,0.0,0.0,0.015237342535752508,0.0036338250117478447,0.0,0.0,0.0
P49821,0.0,0.0,0.0,0.020991475596364325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003411691951826153,0.008322247349307128,0.009396105405818317,0.0,0.0,0.0
P82930,0.0,0.0,0.0,0.008776035011021244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9UHN1,0.0,0.0,0.0,0.0,0.0,0.0,0.004858527008906458,0.0,0.0,0.02790701953688111,0.016235598864974343,0.008557787894880124,0.003358822994443031,0.006728208536443315,0.012259774738512657,0.010807771763624689,0.003828525336123019,0.0,0.0
Q02318,0.0,0.0,0.0,0.0,0.014117045186113694,0.0,0.0047806920043002195,0.0,0.0,0.0,0.02938529784925452,0.013901715642704612,0.01644420429340994,0.01287762388964384,0.027427846447973456,0.01430899485132509,0.0,0.013150987999655804,0.0
Q7Z5L4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033710514205030173,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9Y5U8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005161436572291454,0.0,0.0,0.008756752360398039,0.0,0.0,0.0,0.0057721850411218065,0.0,0.0,0.0
Q07021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038388072144025258,0.0,0.003439410309044951,0.0,0.0,0.005770767428203364,0.0,0.0,0.0
Q96QU6,0.0,0.0109930402883102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016398701270670942,0.013501265581057804,0.006776848305585945,0.017494939224752936,0.01710140702541261,0.021248248057255604,0.007743501814090425,0.0,0.0
O95169,0.0,0.0,0.0,0.011362492888950537,0.0,0.015399520810833641,0.0,0.0,0.0,0.0,0.0,0.0033622538301624396,0.0,0.005432779395408387,0.0,0.0,0.0,0.0,0.0
Q5JTZ9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005456264958310906,0.0,0.0035883058068801213,0.0,0.0,0.0,0.0
P17540,0.005348055889469118,0.01846739855007712,0.0,0.0,0.00917264852803833,0.016237847340925315,0.0,0.0,0.004763683671497879,0.01098477883490831,0.013110029690523748,0.018326021655067266,0.02177443747838705,0.022863358732335907,0.02191322847353168,0.03366945342134501,0.012642811259813676,0.0,0.00508795534859761
P15954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034345085956683937,0.0,0.0,0.0,0.0,0.0
Q99807,0.0,0.0,0.0,0.0,0.0,0.004961723608095845,0.0,0.0,0.0,0.0,0.0,0.0,0.006871443504544039,0.015191711802830106,0.0,0.0,0.0,0.013340536929065203,0.0
Q9UIF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01409926904246912,0.0,0.009688401471113526,0.0,0.0,0.009141516788379628,0.0,0.0
Q9BXM7,0.0,0.004403927034066681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007952709781316755,0.17924540024739263,0.01158413669188114,0.01699520325040834,0.0,0.01016266798251765,0.0,0.0,0.004401789422681381
Q8IVH4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003420656917562755,0.009288649618130309,0.019280564240822553,0.0,0.0,0.0
P53597,0.0,0.0,0.0,0.012525819502210904,0.0,0.0,0.007931105697733852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q86U28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02194393214319221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P0DKB6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005161436572291454,0.0,0.0,0.008756752360398039,0.0,0.0,0.0,0.0057721850411218065,0.0,0.0,0.0
P24310,0.0,0.0,0.0,0.006941180498688879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q96IX5,0.0,0.0,0.0,0.014041292319365708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034316980948872486,0.0,0.0,0.0,0.0,0.0
Q96RP9,0.0,0.005516169780945284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033685331066885403,0.0034373556454727625,0.00544292554315697,0.010105850781357076,0.005767320039100901,0.0,0.0,0.0
Q13084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007691855543597186,0.0,0.005448605976671071,0.005433447012464284,0.014828378086447188,0.0,0.0,0.005070978178443107,0.0
Q92843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003839168521688947,0.0,0.0,0.0034343147947737043,0.0,0.0,0.0,0.0,0.0
Q92667,0.0,0.0,0.007910008093889555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01175396117605934,0.0054485554407219415,0.0,0.010799303580764594,0.0,0.0,0.0,0.0
O95822,0.0,0.0,0.0,0.0,0.0,0.010623804082007856,0.0,0.0,0.0,0.0,0.0034688594226145153,0.011434317745870498,0.007248875948000046,0.009398088173498078,0.08982765012389013,0.007651833030525962,0.0,0.0,0.0
Q8IWW8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038386506091523083,0.0,0.003439269997306964,0.0,0.005696399596213126,0.0,0.0,0.0,0.0
Q8WYQ3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01590566011466279,0.03402729735965597,0.0,0.0,0.0,0.0,0.0,0.0
Q6PI48,0.0,0.0,0.0,0.00693413807116016,0.0,0.0,0.0,0.0,0.0,0.0,0.015926049801149273,0.0033670276922097083,0.0,0.0,0.0056906845577243325,0.0,0.0,0.0,0.0
Q9NP58,0.0,0.0,0.0,0.0,0.0,0.004127291288955758,0.0041270221394249275,0.021292382293296077,0.0,0.0,0.0366724010707754,0.031209180647054694,0.014907104605990056,0.05355421352044981,0.036108785540003935,0.03478174027996592,0.0,0.0,0.011062430585175746
Q9UDW1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034345085956683937,0.0,0.0,0.0,0.0,0.0
Q8NFF5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053388253116918825,0.0,0.013293832956387051,0.0,0.010241699658511353,0.006218708035977184,0.0,0.0
A1L188,0.0,0.0,0.0,0.011386667520922619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O95847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006079996522786839,0.010798881575171039,0.0054459322596594325,0.010347927698354206,0.0,0.012756292922553961,0.0,0.0,0.0
P32322,0.0,0.0,0.0,0.00693820678359841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010843116508943857,0.0,0.0,0.0,0.0
P22695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033710514205030173,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9BV35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006884454057178451,0.0,0.0,0.0,0.0,0.0
P21912,0.0,0.023047760948511166,0.0,0.016908982705258133,0.012194158304759837,0.025749752763073237,0.0,0.0,0.0,0.014120940888271549,0.008524722191988306,0.013208000658225505,0.011070469246763541,0.01336665206229711,0.021440767517285315,0.013111650151111568,0.005949949028966165,0.004845031119291234,0.0
Q8TDB4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009670495051261425,0.0,0.0,0.0,0.0,0.0
P53396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010792360401081055,0.006696270359005035,0.0,0.00884464140196229,0.011414272032701627,0.02283109374393321,0.0,0.0,0.0
P0DJ07,0.0,0.0,0.0,0.011386667520922619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q86WU2,0.0,0.0,0.0,0.006874547896311796,0.0,0.0,0.0,0.0,0.02305624083842054,0.0,0.0,0.00332985169827922,0.0,0.014772172293617688,0.011895374133754983,0.009343333436466615,0.0,0.0,0.0
P54098,0.007995473132954458,0.036048633703181905,0.0,0.007331455108919713,0.01420011996222185,0.06883500163240526,0.09829060494740216,0.0,0.0,0.18125207235709617,0.006776255040083709,0.01827376082497215,0.0020014105882907034,0.0064039143362852715,0.01959531204755027,0.004943794789231568,0.011833287510688247,0.00788883808210682,0.0
O43766,0.0,0.0,0.0,0.0043398996980765275,0.0,0.0,0.0,0.0,0.0,0.0,0.0038120640627403272,0.00670275029468871,0.02083872237430951,0.0,0.010815357679292205,0.003612592589505438,0.0,0.0,0.0
Q16654,0.0,0.0,0.0,0.004368179379161195,0.0,0.0,0.0,0.0,0.0051626249506861255,0.0,0.0,0.0,0.0054532437336020645,0.003432289305610097,0.0,0.0,0.0,0.0,0.0
P43897,0.0,0.0,0.0,0.008770346418190633,0.0,0.0,0.0,0.0,0.0,0.0,0.010032759847545493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P78540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02123509770590891,0.010061019557020951,0.013681646159085467,0.019612696761977966,0.016552294443929538,0.012010765122020888,0.0,0.004997684434004319,0.0
P07195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005458817564226925,0.009714094240466532,0.00568876612902413,0.0,0.0,0.0,0.0
P27144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005343065997294492,0.01357174631145435,0.0034323390302078314,0.0,0.0,0.0,0.0,0.0
Q96EY1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009492439033101173,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P55789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008922300181740853,0.010081525764356858,0.010378803352001103,0.015215204728522275,0.016958089099664203,0.013662093209213227,0.0,0.005048431432384111,0.0
P03923,0.038992495987565504,0.005353407128226329,0.0,0.006749206537792235,0.005918067899839628,0.004825729146500979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003330675750944702,0.003480145273103718,0.0,0.0,0.0,0.0
Q9GZY8,0.0,0.0,0.004963414627536314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005444935380867405,0.0,0.0,0.0,0.0,0.0
P55851,0.0,0.0,0.0,0.008698696202338832,0.0,0.0,0.0,0.0,0.00511898372557258,0.0,0.01987527966700991,0.013552083102526164,0.014751364683636603,0.012359696778353928,0.010717227686163943,0.013589980723966012,0.0,0.0,0.0
Q9NRA0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010045429753155524,0.003367243729205201,0.0034360399247031783,0.008927174823064172,0.0,0.0,0.0,0.0,0.0
Q96LW4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01597390587070831,0.0,0.0,0.0,0.0
Q9NR28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010808943549132904,0.007841503545705591,0.0068831406071291085,0.012886343325475093,0.013516094864656934,0.0,0.0,0.0,0.0
O00330,0.0,0.0,0.0,0.016464107559807137,0.0,0.0,0.0,0.0,0.039496853662965334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9NS69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006757325739412038,0.0034393618180609277,0.0,0.0,0.0,0.0,0.0,0.0
P23368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021263274917765626,0.014001733364308757,0.019648369965494742,0.0,0.0
Q9BT17,0.0,0.0,0.018947024062353168,0.0,0.0,0.007071789775484442,0.0,0.0,0.0,0.0,0.013535531265320446,0.05502178089146525,0.012729688814809011,0.036249694137610755,0.023266185530093395,0.01922150176890059,0.0,0.015332191423131695,0.0
P31040,0.0,0.03808140011352598,0.0,0.018924393632350288,0.012196471739688412,0.021435748264314436,0.0,0.0,0.0,0.009418813284170508,0.005723362108614092,0.01240244673354247,0.009844430810746941,0.011819393718409394,0.008784196745899172,0.013806656894313969,0.014797853276122435,0.0,0.008253328293892415
P50440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005443879226905648,0.010867771123979552,0.0,0.0,0.0,0.0
Q15031,0.0,0.01321722489020688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003363312003827308,0.0,0.0,0.0,0.010943703134095472,0.0,0.0,0.0
Q9Y619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014572144964371186,0.0
Q08257,0.0159167968258507,0.0,0.0,0.00867829316098901,0.0,0.0,0.0,0.0,0.0,0.0,0.003795546256709458,0.01916074354773669,0.008878722265665991,0.010304994324722965,0.0,0.010942360583795644,0.0,0.0,0.0
P22307,0.0,0.0,0.0,0.0,0.0,0.0,0.0049727563602322495,0.0,0.0,0.0,0.0,0.0,0.0,0.010927753369453855,0.0,0.0,0.0,0.0,0.0
O43521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025051124351444517,0.00938087130968469,0.009623782526787968,0.018334705300489185,0.005616999406546814,0.0,0.0,0.0,0.0
Q9Y3D6,0.0,0.0,0.004963069872888489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003369542898815346,0.0,0.005448583196317645,0.0,0.0,0.0,0.0,0.0
Q9BRQ8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01943425095040145,0.0
Q9H061,0.0,0.0,0.007976476372615747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P09622,0.0,0.0,0.0,0.015469095786751786,0.0,0.0,0.0,0.0,0.036889902811420495,0.0,0.013837792711826304,0.010159770279343661,0.0,0.032345736444824705,0.006767838638678107,0.009690571437453473,0.01838825521672486,0.0,0.0
